Date,High,Low,Last,Average,Sell,Buy,Volume (BTC),Volume (CNY)
2015-04-03,1593.0,1560.0,1572.25,1575.51,1572.25,1571.21,139.6346,219995.39
2015-04-02,1576.91,1517.0,1563.87,1545.38,1564.0,1563.09,191.3685,295737.5
2015-04-01,1540.44,1485.0,1536.41,1505.38,1540.0,1538.16,119.3311,179638.81
2015-03-31,1548.8,1498.09,1519.84,1523.25,1520.05,1519.84,196.6464,299542.55
2015-03-30,1550.0,1474.13,1527.15,1525.58,1531.2,1527.15,108.9519,166214.71
2015-03-29,1551.51,1491.0,1525.3,1518.65,1525.3,1508.71,92.1654,139966.71
2015-03-28,1575.0,1510.0,1548.57,1546.45,1547.98,1538.0,53.3629,82523.17
2015-03-27,1553.0,1518.21,1539.96,1530.45,1539.96,1535.1,71.4973,109423.16
2015-03-26,1585.81,1522.0,1545.3,1550.92,1551.1,1544.32,96.9829,150412.49
2015-03-25,1585.0,1466.88,1530.0,1518.04,1547.0,1526.99,153.3677,232818.14
2015-03-24,1656.98,1501.01,1526.39,1567.81,1526.39,1519.0,205.3155,321896.26
2015-03-23,1689.48,1631.08,1650.0,1661.04,1656.96,1650.0,61.0935,101478.68
2015-03-22,1681.5,1617.01,1676.42,1640.77,1676.41,1676.4,68.3346,112121.22
2015-03-21,1649.69,1587.68,1632.2,1627.53,1634.57,1632.2,125.0085,203455.59
2015-03-20,1651.76,1613.86,1633.01,1632.64,1643.4,1633.01,33.4605,54629.06
2015-03-19,1644.25,1568.48,1628.72,1608.48,1631.43,1621.93,117.8159,189504.3
2015-03-18,1796.0,1590.0,1630.0,1718.8,1623.4,1613.0,205.9589,354002.07
2015-03-17,1948.9,1786.0,1790.21,1822.1,1791.1,1784.22,86.0333,156761.68
2015-03-16,1868.0,1800.0,1825.3,1840.13,1831.96,1825.3,116.6884,214721.73
2015-03-15,1810.98,1775.43,1804.0,1792.69,1806.3,1794.32,63.3886,113636.22
2015-03-14,1831.0,1774.0,1785.0,1792.25,1785.0,1777.0,72.7872,130452.57
2015-03-13,1845.0,1789.68,1843.01,1817.95,1839.07,1838.28,172.2076,313065.22
2015-03-12,1840.4,1750.0,1836.59,1818.23,1836.6,1836.59,103.7995,188731.67
2015-03-11,1830.01,1630.0,1825.0,1746.46,1823.0,1758.24,20.8046,36334.49
2015-03-10,1648.88,1623.58,1636.23,1636.23,1648.88,1623.58,0.0,0.0
2015-02-14,1582.01,1449.31,1582.01,1522.8,1590.61,1569.37,335.4716,510857.64
2015-02-13,1475.94,1360.01,1462.1,1429.1,1462.46,1462.1,355.6051,508196.96
2015-02-12,1389.0,1301.73,1389.0,1352.06,1388.99,1373.16,227.3713,307420.44
2015-02-11,1399.0,1276.0,1315.0,1352.79,1315.0,1302.18,437.6235,592011.69
2015-02-10,1398.0,1338.28,1373.36,1358.07,1387.76,1374.0,171.4463,232836.84
2015-02-09,1400.0,1360.0,1374.05,1377.3,1376.62,1369.25,147.7585,203508.36
2015-02-08,1425.0,1380.0,1387.01,1404.87,1396.99,1387.03,97.5275,137013.39
2015-02-07,1438.0,1390.2,1411.41,1414.42,1417.99,1411.56,116.2844,164475.14
2015-02-06,1420.0,1351.4,1406.02,1383.0,1406.3,1397.41,130.0098,179803.7
2015-02-05,1432.0,1350.0,1363.2,1396.47,1363.4,1359.0,182.4721,254816.89
2015-02-04,1472.0,1390.0,1407.08,1416.59,1412.4,1399.6,173.9241,246379.05
2015-02-03,1546.1,1408.1,1445.0,1492.04,1445.0,1438.03,318.8157,475685.4
2015-02-02,1485.87,1390.0,1480.09,1427.28,1485.19,1480.09,243.5823,347660.67
2015-02-01,1446.0,1318.0,1417.0,1366.11,1421.1,1414.2,227.9523,311408.04
2015-01-31,1455.28,1380.0,1391.3,1419.54,1391.3,1383.05,140.35,199232.92
2015-01-30,1519.2,1422.85,1437.0,1466.27,1436.99,1432.0,149.4243,219095.95
2015-01-29,1513.34,1400.57,1444.4,1454.33,1444.4,1441.3,227.7822,331269.84
2015-01-28,1655.2,1450.0,1496.0,1571.57,1496.4,1496.0,329.3552,517605.31
2015-01-27,1690.03,1557.0,1627.18,1606.32,1627.18,1625.0,311.4131,500228.22
2015-01-26,1904.81,1537.4,1658.97,1736.46,1666.4,1659.0,900.1649,1563103.52
2015-01-25,1567.63,1487.32,1540.0,1527.21,1541.58,1536.03,307.1515,469085.04
2015-01-24,1520.0,1404.71,1520.0,1457.42,1520.0,1516.31,177.0056,257971.89
2015-01-23,1444.22,1377.41,1414.0,1405.3,1420.88,1413.0,165.9076,233150.54
2015-01-22,1457.65,1362.52,1430.0,1421.46,1430.0,1425.07,272.2928,387054.39
2015-01-21,1399.0,1282.34,1375.41,1327.59,1382.66,1370.35,182.1066,241763.25
2015-01-20,1313.2,1257.76,1289.08,1289.31,1293.34,1291.1,166.2144,214302.66
2015-01-19,1329.9,1256.71,1308.81,1290.13,1310.86,1304.11,185.6839,239557.17
2015-01-18,1345.0,1179.15,1294.0,1276.74,1294.0,1287.1,291.1109,371671.86
2015-01-17,1297.38,1188.0,1197.89,1227.25,1197.89,1197.88,220.4741,270576.03
2015-01-15,1350.0,1055.0,1274.31,1235.69,1286.98,1274.31,640.7757,791797.01
2015-01-14,1423.02,1011.01,1075.02,1201.82,1080.09,1074.91,697.2907,838015.34
2015-01-13,1676.96,1362.81,1383.2,1508.93,1389.71,1383.2,343.7538,518701.15
2015-01-12,1695.87,1644.0,1666.0,1669.97,1671.89,1666.0,122.4933,204560.6
2015-01-11,1754.45,1638.0,1655.0,1689.17,1653.1,1647.07,171.2754,289314.01
2015-01-10,1778.0,1663.4,1698.2,1708.6,1701.4,1688.32,165.6043,282952.33
2015-01-09,1800.0,1703.01,1759.96,1747.66,1760.0,1753.0,148.962,260334.55
2015-01-08,1797.1,1725.69,1734.88,1766.7,1737.3,1730.53,132.9515,234884.99
2015-01-06,1750.0,1688.0,1736.0,1712.34,1741.2,1734.97,74.5286,127618.44
2015-01-05,1760.0,1612.01,1707.0,1673.72,1710.67,1703.01,186.1192,311511.96
2015-01-04,1857.85,1600.0,1625.0,1696.88,1612.01,1612.0,335.9238,570023.96
2015-01-03,1953.01,1783.3,1783.3,1880.25,1789.0,1783.3,205.0786,385598.89
2015-01-02,1955.99,1930.22,1952.0,1943.09,1952.0,1944.1,67.066,130314.92
2015-01-01,1973.0,1930.21,1942.0,1949.12,1949.3,1942.0,66.3781,129378.73
2014-12-31,1968.99,1920.0,1962.0,1937.24,1964.39,1958.19,66.4637,128756.01
2014-12-30,1964.0,1918.23,1930.1,1940.98,1935.0,1928.0,79.4301,154172.47
2014-12-29,1991.15,1935.01,1961.0,1962.44,1961.0,1954.0,71.6611,140630.83
2014-12-28,1977.01,1935.19,1966.0,1959.59,1966.0,1959.41,71.5054,140121.24
2014-12-27,2060.4,1951.0,1957.42,2001.73,1961.0,1955.1,106.7086,213602.12
2014-12-26,2064.0,1973.0,2058.2,2016.22,2060.4,2055.0,125.1761,252382.24
2014-12-25,2038.01,1982.12,1986.3,2001.37,1994.1,1986.1,113.6904,227536.65
2014-12-24,2098.01,2023.0,2036.0,2064.0,2036.0,2029.0,118.0538,243663.61
2014-12-23,2100.32,2050.0,2091.52,2074.34,2091.5,2086.0,206.8149,429004.99
2014-12-22,2096.0,2000.0,2076.0,2057.64,2076.0,2099.98,158.698,326543.69
2014-12-21,2049.1,1983.0,2013.01,2012.97,2013.0,2007.0,110.1432,221715.21
2014-12-20,2056.6,1945.0,2038.39,2009.01,2041.0,2038.37,148.1971,297729.39
2014-12-19,1995.01,1910.0,1970.4,1955.16,1978.2,1970.4,211.0854,412705.31
2014-12-18,2020.0,1901.42,1930.3,1953.53,1936.85,1930.3,173.3256,338596.15
2014-12-17,2115.0,1973.52,1997.01,2023.36,1997.0,1987.0,333.7145,675225.66
2014-12-16,2170.0,2066.0,2076.0,2103.97,2076.0,2069.12,293.164,616809.22
2014-12-15,2192.0,2152.68,2168.26,2168.81,2170.0,2166.01,84.4281,183108.61
2014-12-14,2192.0,2148.12,2185.1,2169.96,2189.1,2185.1,69.1052,149955.83
2014-12-13,2200.0,2153.0,2156.0,2167.95,2163.0,2155.13,81.3937,176457.0
2014-12-12,2240.73,2154.31,2202.02,2193.64,2202.0,2190.0,217.8363,477853.68
2014-12-11,2263.06,2103.98,2170.12,2192.44,2178.4,2170.12,146.0752,320261.26
2014-12-10,2174.99,2150.0,2158.0,2160.1,2157.99,2151.0,83.3439,180031.19
2014-12-09,2255.16,2133.01,2170.97,2179.47,2173.1,2166.4,269.9579,588364.69
2014-12-08,2310.0,2242.0,2251.0,2272.4,2255.39,2249.4,115.8457,263248.18
2014-12-07,2320.39,2290.0,2298.42,2302.47,2301.98,2296.42,111.8078,257434.67
2014-12-06,2330.1,2280.0,2304.0,2301.82,2311.2,2304.0,99.7221,229542.63
2014-12-05,2332.95,2250.0,2315.0,2286.13,2318.1,2315.0,188.3788,430658.3
2014-12-04,2344.93,2277.0,2288.3,2305.19,2288.0,2283.41,186.9982,431065.92
2014-12-03,2366.88,2300.0,2312.0,2328.15,2309.0,2302.0,176.9827,412041.46
2014-12-02,2370.98,2315.02,2346.0,2347.54,2346.0,2341.1,123.4278,289751.12
2014-12-01,2350.0,2290.0,2335.98,2324.33,2336.38,2329.4,106.3524,247197.51
2014-11-30,2340.4,2280.0,2299.0,2307.07,2306.1,2299.0,126.3034,291390.45
2014-11-29,2375.0,2275.0,2307.98,2318.62,2309.2,2301.3,187.8804,435623.69
2014-11-28,2342.2,2216.0,2305.0,2273.78,2317.2,2309.4,129.6378,294767.53
2014-11-27,2325.0,2255.0,2270.01,2281.32,2275.0,2270.0,123.2303,281127.85
2014-11-26,2349.0,2250.0,2265.4,2284.58,2263.91,2260.0,271.92,621223.8
2014-11-25,2440.0,2280.01,2315.4,2361.84,2324.0,2315.4,305.4902,721519.81
2014-11-24,2396.76,2219.2,2331.84,2289.59,2337.0,2331.4,483.0222,1105922.43
2014-11-23,2272.37,2160.0,2251.0,2204.29,2259.56,2251.0,247.5427,545654.73
2014-11-22,2226.0,2153.0,2170.0,2190.21,2170.0,2163.01,118.3213,259148.92
2014-11-20,2370.81,2200.0,2207.2,2266.2,2215.0,2207.2,222.4876,504202.31
2014-11-19,2377.01,2309.0,2341.21,2338.31,2341.2,2320.66,160.3063,374845.71
2014-11-18,2398.0,2296.0,2335.0,2339.18,2335.0,2329.1,221.1413,517288.49
2014-11-17,2500.0,2315.63,2367.0,2422.51,2367.0,2361.0,279.2785,676554.52
2014-11-16,2379.0,2276.96,2354.06,2329.65,2359.3,2353.45,159.4845,371543.01
2014-11-15,2488.76,2262.0,2290.01,2358.36,2290.0,2284.0,312.2449,736385.98
2014-11-14,2649.62,2325.0,2422.0,2439.31,2425.1,2417.0,614.0788,1497926.95
2014-11-13,2934.0,2434.1,2568.4,2711.95,2580.0,2564.35,1009.7671,2738440.11
2014-11-12,2660.0,2226.12,2573.0,2402.02,2585.9,2573.0,469.73,1128299.62
2014-11-11,2280.0,2220.0,2231.99,2238.81,2231.99,2226.23,219.2412,490838.53
2014-11-10,2279.0,2121.23,2247.0,2215.28,2246.0,2241.1,380.4285,842755.25
2014-11-09,2193.0,2070.0,2188.62,2133.71,2187.1,2183.18,244.6876,522091.36
2014-11-08,2120.0,2071.0,2098.71,2090.7,2100.74,2098.56,150.8136,315306.3
2014-11-07,2142.0,2073.55,2088.0,2108.25,2087.0,2082.29,240.4756,506982.88
2014-11-06,2140.0,2051.78,2123.5,2087.33,2126.1,2122.0,196.7994,410785.28
2014-11-05,2089.86,1988.42,2071.0,2036.48,2077.17,2071.0,276.351,562782.45
2014-11-04,2010.2,1962.0,1991.0,1985.89,1997.0,1988.42,184.0467,365497.21
2014-11-03,2035.0,1970.33,1982.89,1999.37,1983.0,1976.4,218.2245,436310.6
2014-11-02,2015.99,1950.0,1976.0,1978.24,1976.0,1971.0,233.9162,462741.68
2014-11-01,2078.1,1960.2,1981.0,2010.35,1984.04,1981.09,308.7816,620760.26
2014-10-31,2116.21,2037.0,2073.41,2083.66,2075.4,2068.4,215.5325,449097.17
2014-10-30,2137.0,2028.0,2114.0,2056.25,2121.29,2114.0,369.2104,759188.29
2014-10-29,2161.67,2060.0,2061.41,2123.82,2061.41,2060.0,300.7445,638728.42
2014-10-28,2188.99,2134.52,2140.65,2155.24,2140.54,2137.02,148.0306,319041.3
2014-10-27,2174.88,2110.0,2149.74,2144.63,2150.0,2149.41,212.684,456127.61
2014-10-26,2188.4,2109.17,2155.0,2146.69,2155.0,2148.22,216.3351,464404.5
2014-10-25,2186.94,2080.0,2133.4,2133.72,2133.4,2129.03,267.4876,570745.05
2014-10-24,2219.74,2150.0,2185.1,2186.81,2186.67,2185.1,195.227,426923.52
2014-10-23,2340.65,2171.02,2197.2,2244.62,2200.2,2198.18,351.1895,788285.23
2014-10-22,2358.18,2319.35,2329.2,2337.1,2336.0,2328.0,261.0515,610103.96
2014-10-21,2391.0,2322.55,2355.0,2355.53,2355.0,2347.0,239.1431,563307.79
2014-10-20,2393.0,2320.41,2344.4,2347.0,2351.3,2344.4,248.3339,582838.66
2014-10-19,2410.26,2359.2,2370.4,2387.07,2375.0,2368.0,257.4008,614432.83
2014-10-18,2382.3,2285.42,2374.0,2332.35,2379.0,2374.0,368.7496,860052.21
2014-10-16,2446.44,2301.0,2329.2,2381.49,2332.3,2328.0,529.324,1260582.05
2014-10-15,2455.89,2370.0,2414.0,2408.65,2415.0,2414.01,461.8586,1112454.01
2014-10-14,2535.0,2360.0,2466.51,2436.95,2478.2,2466.51,627.9734,1530341.19
2014-10-13,2391.21,2255.99,2391.1,2303.86,2391.1,2391.01,510.8951,1177031.62
2014-10-12,2291.2,2160.24,2283.45,2214.44,2283.56,2283.45,412.0391,912436.25
2014-10-11,2279.7,2160.0,2204.32,2210.34,2208.36,2202.11,383.5474,847768.4
2014-10-10,2349.0,2193.0,2219.41,2247.14,2219.42,2219.0,664.2295,1492618.1
2014-10-09,2400.0,2131.0,2236.0,2256.27,2264.0,2236.0,628.9394,1419054.1
2014-10-08,2157.0,2027.98,2147.18,2087.49,2153.0,2147.18,456.6123,953174.42
2014-10-07,2148.49,2000.01,2036.45,2065.28,2050.0,2036.47,558.1307,1152694.27
2014-10-06,2150.0,1881.2,2113.98,2039.07,2113.98,2106.22,588.3357,1199655.07
2014-10-05,2109.99,1830.0,1892.0,1969.54,1898.18,1892.0,759.2004,1495277.91
2014-10-04,2276.42,2020.0,2060.87,2155.8,2060.87,2052.26,510.8748,1101344.36
2014-10-03,2340.01,2255.29,2257.21,2298.26,2264.0,2257.21,320.5726,736758.76
2014-10-02,2400.0,2310.0,2316.06,2355.99,2315.83,2315.11,302.5202,712734.46
2014-10-01,2419.81,2334.01,2389.4,2380.02,2389.99,2389.4,358.406,853012.31
2014-09-30,2424.82,2300.0,2375.59,2342.27,2378.52,2373.29,446.3188,1045397.26
2014-09-29,2449.14,2309.4,2332.65,2394.9,2345.4,2333.18,425.8567,1019882.4
2014-09-27,2493.24,2413.0,2429.3,2461.01,2437.18,2429.31,413.312,1017165.69
2014-09-26,2551.02,2426.1,2472.0,2485.04,2476.98,2471.02,559.3599,1390033.18
2014-09-25,2608.0,2500.09,2529.0,2541.17,2533.0,2529.0,430.5221,1094027.62
2014-09-24,2678.88,2575.15,2608.0,2631.02,2608.0,2604.42,422.7136,1112169.02
2014-09-23,2640.0,2425.0,2623.05,2483.05,2616.44,2610.4,483.7515,1201176.82
2014-09-22,2531.0,2443.1,2469.4,2476.6,2469.4,2464.62,429.7484,1064315.34
2014-09-21,2557.3,2434.13,2492.89,2483.08,2502.0,2492.89,264.6762,657212.79
2014-09-20,2620.0,2406.0,2523.49,2541.32,2523.38,2517.55,570.7333,1450418.43
2014-09-19,2699.0,2402.0,2454.1,2512.04,2464.1,2454.32,525.9439,1321190.37
2014-09-18,2826.99,2560.0,2655.0,2741.45,2655.38,2655.4,641.4028,1758375.93
2014-09-17,2926.0,2780.77,2796.95,2852.99,2795.1,2793.14,484.0851,1381090.66
2014-09-16,2922.98,2861.02,2869.88,2898.6,2869.87,2865.36,302.7061,877422.59
2014-09-15,2935.0,2898.0,2906.12,2912.97,2910.85,2906.11,432.3753,1259494.43
2014-09-14,2934.48,2811.11,2910.0,2904.88,2910.0,2910.92,554.4798,1610698.17
2014-09-13,2940.59,2882.0,2926.0,2918.72,2924.65,2916.7,317.582,926931.72
2014-09-12,2931.59,2893.3,2925.0,2914.19,2928.04,2925.0,192.4216,560753.73
2014-09-11,2948.0,2880.0,2916.23,2921.12,2916.23,2914.17,222.3352,649467.12
2014-09-10,2912.09,2830.08,2901.3,2884.75,2901.3,2897.0,237.7947,685978.54
2014-09-08,2958.63,2870.0,2901.99,2908.58,2901.1,2894.1,206.5205,600682.37
2014-09-07,2980.0,2952.81,2958.19,2965.89,2961.97,2958.52,128.6434,381541.68
2014-09-06,2981.0,2930.56,2965.0,2956.61,2966.1,2965.0,300.2622,887757.37
2014-09-05,3007.2,2955.4,2963.1,2985.17,2963.4,2963.2,164.328,490547.09
2014-09-04,3014.1,2906.72,2994.0,2946.93,2994.0,2989.72,277.074,816517.51
2014-09-03,2975.0,2907.0,2923.0,2934.15,2925.77,2923.0,146.5691,430056.05
2014-09-02,2973.11,2907.0,2968.96,2933.4,2972.0,2968.95,174.5925,512149.75
2014-09-01,2982.0,2893.51,2950.07,2936.49,2952.95,2946.0,251.7038,739125.28
2014-08-31,3108.55,2927.0,2947.0,3023.76,2952.2,2944.2,364.4205,1101920.3
2014-08-30,3150.0,3078.0,3091.34,3097.24,3089.58,3084.0,207.0869,641397.39
2014-08-29,3128.25,3077.1,3110.3,3103.54,3110.29,3110.0,297.7925,924210.82
2014-08-28,3170.2,3080.52,3106.99,3127.8,3106.99,3106.99,250.5628,783710.81
2014-08-27,3200.0,3101.0,3150.0,3158.47,3157.79,3151.0,300.3155,948536.27
2014-08-26,3144.98,3048.0,3095.01,3097.67,3099.89,3090.01,672.7707,2084019.97
2014-08-25,3114.99,3036.12,3071.4,3070.68,3076.96,3071.4,333.1042,1022856.99
2014-08-24,3120.0,3024.22,3114.5,3071.09,3119.88,3109.1,196.2336,602651.07
2014-08-23,3167.4,3000.69,3049.12,3073.98,3049.11,3046.51,252.9538,777574.78
2014-08-22,3189.0,3027.98,3162.0,3103.3,3162.0,3153.86,310.0554,962194.71
2014-08-21,3268.0,3086.62,3140.1,3171.58,3141.0,3140.1,409.8843,1299980.28
2014-08-20,3177.42,2853.11,3119.0,2968.93,3112.31,3112.3,628.3001,1865377.14
2014-08-19,2990.0,2800.0,2925.2,2895.84,2931.0,2925.2,563.5363,1631912.84
2014-08-18,3149.26,2777.0,2803.09,2912.07,2803.09,2795.31,277.9405,809381.01
2014-08-17,3215.2,3005.22,3013.21,3119.89,3021.0,3010.0,268.0169,836182.48
2014-08-16,3178.2,2985.01,3166.99,3066.87,3166.99,3161.03,347.8291,1066747.99
2014-08-15,3200.0,3012.0,3038.98,3128.07,3039.0,3038.98,343.0256,1073007.58
2014-08-14,3347.71,3061.0,3100.07,3166.47,3107.11,3101.95,656.8359,2079852.74
2014-08-13,3514.13,3250.78,3335.01,3394.29,3338.83,3332.01,342.7201,1163293.13
2014-08-12,3554.0,3451.01,3471.01,3495.47,3478.99,3471.01,406.1576,1419712.87
2014-08-11,3650.0,3541.68,3543.61,3605.79,3549.94,3543.61,246.4982,888819.89
2014-08-10,3672.5,3600.3,3630.99,3621.45,3631.0,3623.1,124.3705,450401.52
2014-08-09,3656.38,3605.63,3615.43,3620.74,3622.96,3615.41,152.4187,551868.72
2014-08-08,3731.34,3601.98,3654.1,3662.99,3654.1,3646.41,216.9778,794786.66
2014-08-07,3633.0,3581.0,3620.31,3607.62,3627.93,3620.33,166.6823,601326.8
2014-08-06,5000.0,3582.0,3612.31,3888.6,3622.4,3614.41,445.0275,1730535.98
2014-08-04,3634.0,3580.0,3624.01,3602.21,3624.0,3623.33,182.781,658415.44
2014-08-02,3680.04,3599.9,3632.02,3646.89,3639.91,3632.02,237.0858,864625.34
2014-07-31,3612.01,3450.0,3596.02,3529.07,3596.71,3596.71,351.2896,1239725.12
2014-07-30,3599.94,3471.0,3488.87,3542.07,3488.87,3474.95,342.8879,1214533.22
2014-07-29,3628.99,3569.99,3589.01,3598.6,3592.96,3589.01,236.8919,852479.53
2014-07-28,3680.98,3565.4,3615.01,3608.73,3622.46,3615.03,294.4606,1062627.66
2014-07-27,3700.0,3662.0,3680.98,3680.3,3680.98,3680.98,192.3945,708068.66
2014-07-26,3735.85,3658.0,3677.1,3682.71,3683.0,3677.12,181.5506,668598.89
2014-07-25,3760.11,3698.1,3714.99,3721.34,3716.99,3709.3,232.4206,864916.89
2014-07-24,3846.15,3698.0,3715.0,3763.66,3714.99,3714.98,290.5363,1093480.67
2014-07-23,3834.99,3818.0,3830.99,3827.12,3830.99,3827.01,139.5119,533928.58
2014-07-22,3855.0,3814.33,3833.8,3829.29,3833.79,3831.03,243.1514,931098.19
2014-07-21,3830.0,3810.0,3818.83,3819.22,3820.58,3818.83,150.1141,573319.46
2014-07-20,3861.2,3810.0,3816.0,3833.65,3817.99,3816.0,169.6341,650318.34
2014-07-19,3872.03,3831.3,3849.84,3852.49,3849.84,3843.33,162.3787,625562.78
2014-07-18,3872.03,3807.02,3846.01,3851.78,3846.01,3846.0,176.0995,678297.32
2014-07-17,3855.55,3750.0,3826.0,3795.04,3834.0,3825.23,321.8527,1221443.62
2014-07-16,3830.0,3770.0,3790.3,3800.47,3790.29,3783.2,187.9188,714179.45
2014-07-15,3840.0,3797.8,3812.12,3818.46,3813.33,3809.13,219.3566,837605.11
2014-07-14,3872.29,3791.1,3824.0,3826.84,3831.68,3824.0,204.7178,783422.84
2014-07-13,3905.0,3850.01,3861.2,3872.2,3861.16,3856.3,272.757,1056169.15
2014-07-12,3910.0,3828.0,3872.0,3872.98,3875.99,3872.0,252.6269,978419.39
2014-07-11,3879.0,3770.0,3870.0,3824.53,3875.3,3870.0,241.0035,921724.67
2014-07-10,3835.0,3756.02,3787.01,3798.35,3800.0,3789.01,256.2989,973512.6
2014-07-09,3859.2,3794.08,3812.3,3820.7,3815.0,3812.1,274.8488,1050115.41
2014-07-08,3880.0,3812.0,3843.02,3834.72,3849.5,3843.02,225.2703,863848.62
2014-07-07,3933.0,3794.1,3834.0,3866.34,3833.69,3833.0,320.5737,1239447.1
2014-07-06,3948.98,3885.07,3914.4,3908.73,3922.3,3914.4,223.7454,874561.45
2014-07-05,3949.0,3870.0,3893.29,3903.15,3888.3,3879.02,288.0016,1124114.7
2014-07-04,4084.0,3900.0,3903.01,3973.97,3907.12,3903.01,373.4557,1484100.83
2014-07-03,4050.0,3950.0,3980.0,3995.91,3983.33,3975.2,335.8524,1342036.41
2014-07-02,4059.99,3931.1,4032.4,3998.62,4038.2,4038.2,443.1431,1771961.95
2014-07-01,4060.0,3960.0,4024.0,4015.17,4031.1,4025.01,618.0428,2481549.61
2014-06-30,3988.1,3741.0,3962.39,3865.67,3967.9,3962.38,538.5746,2081951.78
2014-06-29,3797.2,3721.0,3748.0,3758.25,3748.0,3747.98,272.9324,1025747.89
2014-06-28,3800.11,3708.01,3771.0,3767.3,3775.75,3771.0,364.3879,1372758.2
2014-06-27,3960.42,3586.02,3706.1,3715.9,3710.23,3696.98,426.9932,1586665.73
2014-06-26,3614.98,3550.0,3593.4,3585.62,3599.29,3591.1,321.3257,1152151.86
2014-06-25,3707.0,3560.0,3579.08,3616.07,3580.0,3573.01,407.2535,1472657.78
2014-06-24,3736.87,3610.0,3700.02,3694.78,3708.4,3700.0,265.7543,981905.03
2014-06-23,3795.0,3663.23,3689.3,3719.86,3689.3,3682.5,331.0382,1231417.17
2014-06-22,3805.4,3721.0,3782.0,3774.18,3782.0,3781.03,252.4665,952853.28
2014-06-21,3760.0,3664.4,3734.0,3710.73,3735.0,3727.12,402.8373,1494819.34
2014-06-20,3779.0,3671.02,3710.0,3719.21,3710.0,3705.0,385.9251,1435334.96
2014-06-19,3820.0,3746.24,3779.0,3793.29,3779.2,3779.0,408.5904,1549902.11
2014-06-18,3850.0,3770.0,3789.98,3812.23,3789.98,3785.02,296.0874,1128753.4
2014-06-17,3808.09,3721.0,3800.0,3751.53,3807.0,3800.0,204.6912,767904.66
2014-06-16,3799.99,3573.0,3759.4,3721.63,3761.4,3759.0,526.5218,1959517.53
2014-06-15,3665.0,3503.1,3577.0,3586.77,3577.0,3571.0,381.7687,1369316.75
2014-06-14,3826.01,3516.0,3592.0,3685.4,3601.0,3593.0,533.8743,1967543.06
2014-06-13,3863.0,3674.1,3809.2,3783.13,3809.2,3801.0,638.33,2414886.17
2014-06-12,4043.34,3750.05,3786.98,3945.23,3782.11,3780.02,639.5376,2523121.35
2014-06-11,4099.0,4007.0,4022.0,4045.47,4022.0,4007.5,480.5619,1944098.74
2014-06-10,4117.0,4013.0,4032.0,4065.72,4032.01,4032.0,397.2486,1615102.75
2014-06-09,4095.63,4021.0,4044.44,4057.07,4044.44,4040.0,328.2273,1331640.32
2014-06-08,4101.0,4062.01,4092.0,4078.78,4092.0,4089.02,402.3243,1640991.7
2014-06-07,4100.09,4014.98,4088.0,4069.21,4089.0,4080.4,405.046,1648218.26
2014-06-06,4130.0,4041.01,4074.4,4094.28,4080.2,4074.4,613.7144,2512721.06
2014-06-05,4150.0,3956.0,4087.0,4065.82,4087.0,4079.02,937.6235,3812212.85
2014-06-04,4185.0,3842.0,4001.1,3973.74,4001.0,3993.3,864.3848,3434839.44
2014-06-03,4201.68,3951.1,4141.0,4119.21,4148.3,4141.0,994.5596,4096803.48
2014-06-02,4088.0,3899.98,4047.88,3969.0,4048.0,4034.19,640.5614,2542389.47
2014-06-01,4196.0,3870.04,4036.2,4067.7,4036.2,4024.3,1282.3788,5216336.53
2014-05-31,3911.58,3780.1,3888.0,3847.22,3890.4,3890.4,775.988,2985399.4
2014-05-30,3800.0,3505.02,3800.0,3664.37,3800.0,3799.31,930.6454,3410229.57
2014-05-29,3618.0,3501.01,3517.2,3540.03,3520.0,3517.2,543.0874,1922546.59
2014-05-28,3640.0,3527.1,3590.0,3584.83,3589.0,3571.0,520.0276,1864208.29
2014-05-27,3695.0,3470.0,3572.4,3584.61,3580.98,3572.4,784.7685,2813085.16
2014-05-26,3743.0,3507.0,3675.14,3618.56,3684.0,3675.14,897.3206,3247006.4
2014-05-25,3595.0,3212.03,3549.0,3455.85,3549.0,3542.0,883.7388,3054072.04
2014-05-24,3278.0,3156.09,3239.2,3220.16,3239.2,3232.41,626.152,2016310.52
2014-05-23,3368.8,3130.0,3268.1,3279.49,3270.4,3262.39,1051.3327,3447837.6
2014-05-22,3200.0,3017.24,3200.0,3121.88,3200.0,3195.19,760.1746,2373170.24
2014-05-21,3076.09,2973.0,3039.02,3030.91,3047.0,3039.02,423.2808,1282926.98
2014-05-20,3010.0,2754.0,2975.79,2861.19,2988.0,2980.0,487.3218,1394322.46
2014-05-19,2771.2,2732.76,2746.01,2750.23,2754.4,2748.02,231.0551,635454.52
2014-05-18,2776.0,2746.2,2753.99,2760.48,2756.98,2749.0,148.7253,410553.07
2014-05-17,2795.54,2761.88,2763.2,2776.6,2770.0,2763.2,194.3335,539586.46
2014-05-16,2798.95,2739.9,2793.59,2765.97,2793.59,2787.0,313.7665,867868.08
2014-05-15,2785.87,2731.02,2768.01,2760.6,2768.0,2761.0,292.2854,806883.53
2014-05-14,2741.98,2684.0,2737.4,2717.54,2737.4,2731.22,247.002,671238.6
2014-05-13,2727.84,2678.0,2704.2,2703.92,2704.0,2696.0,252.3969,682462.06
2014-05-12,2742.0,2670.0,2724.2,2705.78,2724.2,2716.0,202.5436,548037.89
